EncuestaViaje_id,EncuestaHogar_id,EncuestaPersona_id,Estrato,sexo,edad,parentesco,TamanoHogar,Motorizacion,zatHogar,MzatHogar,DptoHogar,Anillo,zonaimm,zato,MzatO,AnilloOrigenViaje,zatd,Mzatd,AnilloDestinoViaje,CategoriaViaje,CategoriaViajeHB,HaciaoDesdeEstudio,Numeroviaje,NUMEROETAPA,MedioTransporte,ModoDesagregado,ModoAgregado,ModoViajeCompleto,ModoPrincipal,ModoPrincipalAgregado,CUADRASCAMINADAS,CUADRASCAMINADASDESPUES,siesapie,MOTIVOCUADRASAPIE,MOTIVOCUADRASAPIEOTRO,TIPOESTACIONAMIENTO,COSTOESTTIEMPOENUM,COSTOESTACIONAMIENTO,CostoestacionamientoxViaje,CostoestacionamientoEnHogar,CostoEstacionamientoxViajeTotal,COSTOPEAJE,PERSONASCONUSTED,COSTOTAXI,PAGOUSTEDTAXI,PERSONASCONUSTEDTAXI,COSTOTAXIPagado,LINEAFERROCARRIL,ESTACIONENTRADAFERROCARRIL,ESTACIONSALIDAFERROCARRIL,LineaOmnibus,LineaOMNIBUSDESTINO,TIPOLINEAOMNIBUS,TIPOBOLETOOMNIBUS,BoletoOmnibus,BoletoOmnibusDesagregado,PuntoTransferencia,CANTIDADBOLETOSOMNIBUS,COSTOTARIFA,CostoTarifaxViaje,Ponderacion
9156,7268,8029,5,1,54,1,3 o 4 Personas,Mas de Auto-Otro-Moto,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,8,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,208.513595451
178,168,175,2,2,20,3,5 o mas Personas,No Posee,82,9,1,Montevideo,Este,6,1,Montevideo,107,25,Montevideo,Otros,NHB,0,3,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,512.2941414857
179,168,175,2,2,20,3,5 o mas Personas,No Posee,82,9,1,Montevideo,Este,107,25,Montevideo,82,9,Montevideo,Hogar-Trabajo,HBW,0,4,1,3,Taxi,Taxi - Remis,Taxi,Taxi,Taxi - Remis,0,0,,0,,0,0,0,0,,,,,145,3,1,72.5,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,512.2941414857
181,168,180,2,1,15,3,5 o mas Personas,No Posee,82,9,1,Montevideo,Este,82,9,Montevideo,34,4,Montevideo,Hogar-Estudio,HBNW,1,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,3.5,0,,0,,0,0,0,0,,,,,,,,,,,,199,punta carretas,5,8,Estudiante,Estudiante,,25,200,8,512.2941414857
182,168,180,2,1,15,3,5 o mas Personas,No Posee,82,9,1,Montevideo,Este,34,4,Montevideo,82,9,Montevideo,Hogar-Estudio,HBNW,1,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,20,6,paro de omnibus,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,512.2941414857
187,185,186,3,1,52,1,3 o 4 Personas,Mas de Auto-Otro-Moto,82,9,1,Montevideo,Este,82,9,Montevideo,69,3,Montevideo,Hogar-Otros,HBNW,0,1,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,0,0,,0,,4,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,160.3978581399
188,185,186,3,1,52,1,3 o 4 Personas,Mas de Auto-Otro-Moto,82,9,1,Montevideo,Este,69,3,Montevideo,82,9,Montevideo,Hogar-Otros,HBNW,0,2,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,0,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,160.3978581399
189,185,186,3,1,52,1,3 o 4 Personas,Mas de Auto-Otro-Moto,82,9,1,Montevideo,Este,82,9,Montevideo,100,9,Montevideo,Hogar-Trabajo,HBW,0,3,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,0,0,,0,,0,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,160.3978581399
7475,6957,7136,4,1,26,3,3 o 4 Personas,No Posee,39,2,1,Montevideo,Centro,35,1,Montevideo,7,1,Montevideo,Otros,NHB,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,2,,0,,0,0,0,0,,,,,,,,,,,,116,CIUDAD VIEJA,5,5,Boleto comun,Boleto comun,,1,16,16,491.131983625
7476,6958,7137,4,1,36,1,3 o 4 Personas,1 Auto-Otro,37,2,1,Montevideo,Centro,37,2,Montevideo,156,14,Primer Anillo,Hogar-Trabajo,HBW,0,1,1,3,Taxi,Taxi - Remis,Taxi,Taxi,Taxi - Remis,,0,,0,,0,0,0,0,,,,,100,1,0,100,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,374.1957970476
7477,6957,7136,4,1,26,3,3 o 4 Personas,No Posee,39,2,1,Montevideo,Centro,7,1,Montevideo,8,1,Montevideo,Otros,NHB,0,3,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,145,COLON,5,5,Boleto comun,Boleto comun,,1,16,16,491.131983625
7478,6957,7136,4,1,26,3,3 o 4 Personas,No Posee,39,2,1,Montevideo,Centro,8,1,Montevideo,39,2,Montevideo,Hogar-Otros,HBNW,0,4,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,9,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,491.131983625
7479,6958,7137,4,1,36,1,3 o 4 Personas,1 Auto-Otro,37,2,1,Montevideo,Centro,156,14,Primer Anillo,149,8,Montevideo,Otros,NHB,0,2,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,,2,,0,,0,0,0,0,,,,,,,,,,,,4A,ciudadela,6,9,Metropolitano,Metropolitano,,1,22,22,374.1957970476
7480,6957,7136,4,1,26,3,3 o 4 Personas,No Posee,39,2,1,Montevideo,Centro,39,2,Montevideo,53,11,Montevideo,Hogar-Otros,HBNW,0,5,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,491.131983625
7787,7018,7335,4,1,38,3,3 o 4 Personas,1 Auto-Otro,40,2,1,Montevideo,Centro,164,20,Segundo Anillo,40,2,Montevideo,Hogar-Otros,HBNW,0,2,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,867.7895951269
7788,7020,7322,3,1,54,2,5 o mas Personas,Mas de Auto-Otro-Moto,71,3,1,Montevideo,Este,41,2,Montevideo,71,3,Montevideo,Hogar-Trabajo,HBW,0,2,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,313.3870180362
7789,7022,7348,3,1,34,1,2 Personas,Mas de Auto-Otro-Moto,149,8,1,Montevideo,Oeste,76,3,Montevideo,149,8,Montevideo,Hogar-Trabajo,HBW,0,3,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,365.8361753395
7790,7020,7324,3,2,20,6,5 o mas Personas,Mas de Auto-Otro-Moto,71,3,1,Montevideo,Este,71,3,Montevideo,3,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,3,,0,,0,0,0,0,,,,,,,,,,,,21,CIUDADELA,5,8,Estudiante,Estudiante,,25,200,8,313.3870180362
7791,7020,7324,3,2,20,6,5 o mas Personas,Mas de Auto-Otro-Moto,71,3,1,Montevideo,Este,3,1,Montevideo,1,1,Montevideo,Otros,NHB,0,2,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,313.3870180362
7792,7020,7324,3,2,20,6,5 o mas Personas,Mas de Auto-Otro-Moto,71,3,1,Montevideo,Este,1,1,Montevideo,3,1,Montevideo,Otros,NHB,0,3,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,3,CERCA,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,313.3870180362
7793,7020,7324,3,2,20,6,5 o mas Personas,Mas de Auto-Otro-Moto,71,3,1,Montevideo,Este,3,1,Montevideo,7,1,Montevideo,Otros,NHB,1,4,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,6,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,313.3870180362
7971,7052,7442,5,2,36,2,3 o 4 Personas,1 Auto-Otro,156,14,3,Primer Anillo,,156,14,Primer Anillo,1,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Suburbano,Omnibus,Omnibus - Omnibus,Omnibus,Omnibus,1,0,,0,,0,0,0,0,,,,,,,,,,,,230,CIUDADELA,6,9,Metropolitano,Metropolitano Entrante,,1,25,25,525.7419671746
7972,7052,7442,5,2,36,2,3 o 4 Personas,1 Auto-Otro,156,14,3,Primer Anillo,,1,1,Montevideo,156,14,Primer Anillo,Hogar-Trabajo,HBW,0,2,1,12,Pie 10 cuadras o mas,Pie,Pie - Omnibus,Omnibus,Omnibus,,0,15,6,POR PARO,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,525.7419671746
7973,7054,7449,1,2,32,2,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,92,9,Montevideo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,1,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,260.3397104363
7974,7052,7443,5,2,24,4,3 o 4 Personas,1 Auto-Otro,156,14,3,Primer Anillo,,156,14,Primer Anillo,33,4,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Suburbano,Omnibus,Omnibus - Omnibus,Omnibus,Omnibus,,0,,0,,0,0,0,0,,,,,,,,,,,,4D,CIUDADELA,6,17,Abono suburbano,Abono suburbano,,40,505,12.625,525.7419671746
7975,7056,7441,5,2,9,11,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Estudio,HBNW,1,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,2,DEMORA MUCHO EL BUS,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7976,7052,7443,5,2,24,4,3 o 4 Personas,1 Auto-Otro,156,14,3,Primer Anillo,,33,4,Montevideo,156,14,Primer Anillo,Hogar-Trabajo,HBW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus - Omnibus,Omnibus,Omnibus,,0,,0,,0,0,0,0,,,,,,,,,,,,456,CIUDADELA,5,8,Estudiante,Estudiante,,25,280,11.2,525.7419671746
7977,7054,7449,1,2,32,2,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,92,9,Montevideo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,1,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,260.3397104363
7978,7056,7440,5,2,16,3,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,7,1,Montevideo,Hogar-Estudio,HBNW,1,1,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,,2,,0,,0,0,0,0,,,,,,,,,,,,11A,SAUCE,6,8,Estudiante,Estudiante,,25,187.5,7.5,320.7928472534
7905,7041,7412,5,1,35,3,5 o mas Personas,No Posee,156,14,3,Primer Anillo,,53,11,Montevideo,156,14,Primer Anillo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus - Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,105,CIUDAD VIEJA,5,3,Boleto 1 hora,Boleto 1 hora,,1,16,16,240.1612726879
7906,7041,7412,5,1,35,3,5 o mas Personas,No Posee,156,14,3,Primer Anillo,,156,14,Primer Anillo,156,14,Primer Anillo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,,3,,0,,0,0,0,0,,,,,,,,,,,,,SANTA LUCIA,6,5,Boleto comun,Boleto comun,,1,24.5,24.5,240.1612726879
7907,7041,7406,5,2,32,2,5 o mas Personas,No Posee,156,14,3,Primer Anillo,,156,14,Primer Anillo,156,14,Primer Anillo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,1,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,240.1612726879
7908,7041,7406,5,2,32,2,5 o mas Personas,No Posee,156,14,3,Primer Anillo,,156,14,Primer Anillo,156,14,Primer Anillo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,1,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,240.1612726879
7979,7054,7449,1,2,32,2,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,92,9,Montevideo,Hogar-Salud,HBNW,0,3,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,1,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,260.3397104363
7980,7054,7449,1,2,32,2,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,92,9,Montevideo,Hogar-Salud,HBNW,0,4,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,1,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,260.3397104363
7981,7056,7440,5,2,16,3,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,7,1,Montevideo,158,24,Primer Anillo,Hogar-Estudio,HBNW,1,2,1,5,Omnibus Suburbano,Omnibus,Omnibus,Omnibus,Omnibus,,5,,0,,0,0,0,0,,,,,,,,,,,,11A,MONTEVIDEO,6,8,Estudiante,Estudiante,,25,187.5,7.5,320.7928472534
7982,7054,7449,1,2,32,2,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,93,9,Montevideo,Hogar-Salud,HBNW,0,5,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,7,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,260.3397104363
7983,7054,7449,1,2,32,2,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,93,9,Montevideo,92,9,Montevideo,Hogar-Salud,HBNW,0,6,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,7,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,260.3397104363
7984,7056,7438,5,1,17,3,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,5,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7985,7056,7438,5,1,17,3,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,5,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7986,7054,7450,1,1,34,1,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,71,3,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus - Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,158,c.vieja,5,3,Boleto 1 hora,Boleto 1 hora,,1,16,16,260.3397104363
7987,7056,7436,5,1,27,3,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,169,19,Segundo Anillo,Hogar-Trabajo,HBW,0,1,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,,0,,0,,1,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7988,7056,7436,5,1,27,3,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,169,19,Segundo Anillo,158,24,Primer Anillo,Hogar-Trabajo,HBW,0,2,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7989,7056,7435,5,2,46,2,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,4,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7990,7056,7435,5,2,46,2,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,4,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
8011,7062,7461,4,1,84,1,1 Persona,Auto o Mas de 2 Vehiculos ,39,2,1,Montevideo,Centro,39,2,Montevideo,39,2,Montevideo,Hogar-Otros,HBNW,0,2,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,7,por salud,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,130.4455072476
8003,7056,7434,5,1,58,1,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Trabajo,HBW,0,4,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7991,7054,7450,1,1,34,1,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,71,3,Montevideo,92,9,Montevideo,Hogar-Trabajo,HBW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus - Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,183,paso molino,5,3,Boleto 1 hora,Boleto 1 hora,,1,16,16,260.3397104363
7992,7056,7434,5,1,58,1,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,158,24,Primer Anillo,Hogar-Trabajo,HBW,0,1,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,3,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7993,7056,7434,5,1,58,1,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,158,24,Primer Anillo,169,19,Segundo Anillo,Otros,NHB,0,2,1,2,Auto pasajero,Auto,Auto pasajero,Auto pasajero,Auto,,0,,0,,0,0,0,0,,,,1,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7994,7056,7434,5,1,58,1,5 o mas Personas,No Posee,158,24,3,Primer Anillo,,169,19,Segundo Anillo,158,24,Primer Anillo,Otros,NHB,0,3,1,1,Auto conductor,Auto,Auto conductor,Auto conductor,Auto,,0,,0,,2,0,0,0,,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,320.7928472534
7995,7054,7454,1,1,8,3,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,92,9,Montevideo,25,4,Montevideo,Hogar-Estudio,HBNW,1,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,0,,0,,0,0,0,0,,,,,,,,,,,,158,c.vieja,5,11,Gratuito/Pase libre,Gratuito Escolar,,1,0,0,260.3397104363
7996,7058,7453,3,2,24,1,3 o 4 Personas,1 Moto,32,4,1,Montevideo,Centro,32,4,Montevideo,39,2,Montevideo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,76,Punta Carretas,5,5,Boleto comun,Boleto comun,,1,16,16,323.1170989042
7997,7055,7451,2,2,63,1,1 Persona,No Posee,134,6,1,Montevideo,Oeste,134,6,Montevideo,131,6,Montevideo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,468,MALVIN,5,7,Jubilado,Jubilado B,,1,8,8,105.6872017696
7998,7058,7453,3,2,24,1,3 o 4 Personas,1 Moto,32,4,1,Montevideo,Centro,39,2,Montevideo,32,4,Montevideo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,2,,0,,0,0,0,0,,,,,,,,,,,,76,Playa del cerro,5,5,Boleto comun,Boleto comun,,1,16,16,323.1170989042
7999,7055,7451,2,2,63,1,1 Persona,No Posee,134,6,1,Montevideo,Oeste,131,6,Montevideo,134,6,Montevideo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,468,LA PAZ,5,7,Jubilado,Jubilado B,,1,8,8,105.6872017696
8000,7054,7454,1,1,8,3,5 o mas Personas,No Posee,92,9,1,Montevideo,Este,25,4,Montevideo,92,9,Montevideo,Hogar-Estudio,HBNW,1,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,158,g.lourdes,5,11,Gratuito/Pase libre,Gratuito Escolar,,1,0,0,260.3397104363
8001,7058,7456,3,1,37,2,3 o 4 Personas,1 Moto,32,4,1,Montevideo,Centro,32,4,Montevideo,11,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,,0,,0,,1,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,323.1170989042
8002,7058,7456,3,1,37,2,3 o 4 Personas,1 Moto,32,4,1,Montevideo,Centro,11,1,Montevideo,32,4,Montevideo,Hogar-Trabajo,HBW,0,2,1,9,Moto conductor,Moto,Moto conductor,Moto conductor,Moto,,0,,0,,5,0,0,0,0,,,0,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,323.1170989042
8004,7058,7458,3,2,9,5,3 o 4 Personas,1 Moto,32,4,1,Montevideo,Centro,32,4,Montevideo,39,2,Montevideo,Hogar-Otros,HBNW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,1,,0,,0,0,0,0,,,,,,,,,,,,76,Punta Carretas,5,11,Gratuito/Pase libre,Gratuito Escolar,,1,0,0,323.1170989042
8005,7058,7458,3,2,9,5,3 o 4 Personas,1 Moto,32,4,1,Montevideo,Centro,39,2,Montevideo,32,4,Montevideo,Hogar-Otros,HBNW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,2,,0,,0,0,0,0,,,,,,,,,,,,76,Playa del Cerro,5,11,Gratuito/Pase libre,Gratuito Escolar,,1,0,0,323.1170989042
8007,7059,7462,1,2,58,1,2 Personas,No Posee,135,6,1,Montevideo,Oeste,135,6,Montevideo,132,6,Montevideo,Hogar-Otros,HBNW,0,1,1,11,Bicicleta,Bicicleta,Bicicleta,Bicicleta,Bicicleta,,0,,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,177.7605589744
8008,7059,7462,1,2,58,1,2 Personas,No Posee,135,6,1,Montevideo,Oeste,132,6,Montevideo,135,6,Montevideo,Hogar-Otros,HBNW,0,2,1,11,Bicicleta,Bicicleta,Bicicleta,Bicicleta,Bicicleta,,0,,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,177.7605589744
8009,7062,7461,4,1,84,1,1 Persona,Auto o Mas de 2 Vehiculos ,39,2,1,Montevideo,Centro,39,2,Montevideo,39,2,Montevideo,Hogar-Otros,HBNW,0,1,1,12,Pie 10 cuadras o mas,Pie,Pie,Pie,Pie,,0,10,7,por salud,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,130.4455072476
8010,7023,7352,3,1,24,1,1 Persona,Auto o Mas de 2 Vehiculos ,46,2,1,Montevideo,Centro,46,2,Montevideo,35,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,8,,2,No tiene ómnibus que lo deje bien.,0,0,0,0,,,,,,,,,,,,145,Ciudadela,5,5,Boleto comun,Boleto comun,,1,16,16,210.1518546897
8012,7059,7463,1,2,19,4,2 Personas,No Posee,135,6,1,Montevideo,Oeste,135,6,Montevideo,8,1,Montevideo,Hogar-Trabajo,HBW,0,1,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,0,,0,,0,0,0,0,,,,,,,,,,,,128,pocitos,5,4,Boleto 2 horas,Boleto 2 horas,,1,21,21,177.7605589744
8013,7060,7464,3,2,38,2,3 o 4 Personas,1 Auto-Otro,32,4,1,Montevideo,Oeste,32,4,Montevideo,30,4,Montevideo,Hogar-Otros,HBNW,0,1,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,7,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,215.4113992695
8014,7059,7463,1,2,19,4,2 Personas,No Posee,135,6,1,Montevideo,Oeste,8,1,Montevideo,135,6,Montevideo,Hogar-Trabajo,HBW,0,2,1,5,Omnibus Urbano,Omnibus,Omnibus,Omnibus,Omnibus,,5,,0,,0,0,0,0,,,,,,,,,,,,128,paso de la arena,5,4,Boleto 2 horas,Boleto 2 horas,,1,21,21,177.7605589744
8015,7060,7464,3,2,38,2,3 o 4 Personas,1 Auto-Otro,32,4,1,Montevideo,Oeste,30,4,Montevideo,32,4,Montevideo,Hogar-Otros,HBNW,0,2,1,12,Pie menos de 10 cuadras,Pie,Pie,Pie,Pie,,0,7,0,,0,0,0,0,,,,,,,,,,,,,,,0,SIN CONTESTAR,SIN CONTESTAR,,,,,215.4113992695
